"Gene.set","URL","universe.size","goi","goi.in.universe","pathway.size","no.overlap","k.over.K","pvalue","FDR","Overlapping Genes","X2","X3","X4","X5","X6","X7","X8"
"positive regulation of interleukin-6 production (GO:0032755)",NA,9330,22,8,42,0,0,0.0354636329427589,1,"","","","","","","",""
"genetic imprinting (GO:0071514)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"virion attachment to host cell (GO:0019062)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"negative regulation of phosphatidylinositol 3-kinase signaling (GO:0014067)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"regulation of response to cytokine stimulus (GO:0060759)",NA,9330,22,8,19,0,0,0.0161819139179614,1,"","","","","","","",""
"negative regulation of viral release from host cell (GO:1902187)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"Rap protein signal transduction (GO:0032486)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"negative regulation of cellular senescence (GO:2000773)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"positive regulation of cardiocyte differentiation (GO:1905209)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"multivesicular body assembly (GO:0036258)",NA,9330,22,8,29,1,0.0344827586206897,0.000258205934777715,1,"VPS25","","","","","","",""
"leukocyte differentiation (GO:0002521)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"regulation of natural killer cell mediated cytotoxicity directed against tumor cell target (GO:0002858)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"regulation of memory T cell differentiation (GO:0043380)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"regulation of metaphase/anaphase transition of cell cycle (GO:1902099)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"termination of RNA polymerase II transcription (GO:0006369)",NA,9330,22,8,67,0,0,0.0560462194970535,1,"","","","","","","",""
"regulation of primary metabolic process (GO:0080090)",NA,9330,22,8,138,0,0,0.112420224779105,1,"","","","","","","",""
"regulation of T cell activation (GO:0050863)",NA,9330,22,8,43,0,0,0.0362944136206721,1,"","","","","","","",""
"establishment or maintenance of apical/basal cell polarity (GO:0035088)",NA,9330,22,8,17,0,0,0.0144894149648299,1,"","","","","","","",""
"leukotriene metabolic process (GO:0006691)",NA,9330,22,8,18,0,0,0.0153359826315622,1,"","","","","","","",""
"embryonic organ morphogenesis (GO:0048562)",NA,9330,22,8,32,0,0,0.0271212963181692,1,"","","","","","","",""
"positive regulation of intracellular transport (GO:0032388)",NA,9330,22,8,43,0,0,0.0362944136206721,1,"","","","","","","",""
"ATP biosynthetic process (GO:0006754)",NA,9330,22,8,31,0,0,0.0262836007386349,1,"","","","","","","",""
"norepinephrine biosynthetic process (GO:0042421)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"lung epithelium development (GO:0060428)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"negative regulation of cAMP-mediated signaling (GO:0043951)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"positive regulation of response to stimulus (GO:0048584)",NA,9330,22,8,53,0,0,0.0445678464114976,1,"","","","","","","",""
"regulation of neutrophil chemotaxis (GO:0090022)",NA,9330,22,8,28,0,0,0.0237667259715832,1,"","","","","","","",""
"organelle assembly (GO:0070925)",NA,9330,22,8,375,1,0.00266666666666667,0.0384182747175756,1,"VPS25","","","","","","",""
"N-glycan processing (GO:0006491)",NA,9330,22,8,16,0,0,0.0136422105074602,1,"","","","","","","",""
"transition metal ion transport (GO:0000041)",NA,9330,22,8,26,0,0,0.0220856486926385,1,"","","","","","","",""
"protein import into nucleus (GO:0006606)",NA,9330,22,8,102,0,0,0.084215849891724,1,"","","","","","","",""
"regulation of skeletal muscle cell differentiation (GO:2001014)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"regulation of cell communication by electrical coupling (GO:0010649)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"transcription from RNA polymerase III promoter (GO:0006383)",NA,9330,22,8,26,0,0,0.0220856486926385,1,"","","","","","","",""
"pyrimidine nucleoside metabolic process (GO:0006213)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"regulation of transmembrane transport (GO:0034762)",NA,9330,22,8,23,0,0,0.0195592834585759,1,"","","","","","","",""
"negative regulation of tumor necrosis factor-mediated signaling pathway (GO:0010804)",NA,9330,22,8,16,0,0,0.0136422105074602,1,"","","","","","","",""
"nucleoside phosphate biosynthetic process (GO:1901293)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"organelle fission (GO:0048285)",NA,9330,22,8,27,0,0,0.0229265036808648,1,"","","","","","","",""
"release of sequestered calcium ion into cytosol (GO:0051209)",NA,9330,22,8,26,0,0,0.0220856486926385,1,"","","","","","","",""
"monocarboxylic acid catabolic process (GO:0072329)",NA,9330,22,8,24,0,0,0.020402038990147,1,"","","","","","","",""
"regulation of establishment of planar polarity (GO:0090175)",NA,9330,22,8,88,0,0,0.0730375396995172,1,"","","","","","","",""
"cellular protein metabolic process (GO:0044267)",NA,9330,22,8,483,2,0.0041407867494824,0.00635044360243918,1,"MRPL27","MRPL36","","","","","",""
"cell junction maintenance (GO:0034331)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"cytidine to uridine editing (GO:0016554)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"protein palmitoylation (GO:0018345)",NA,9330,22,8,29,0,0,0.0246063159728976,1,"","","","","","","",""
"regulation of smooth muscle cell differentiation (GO:0051150)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"positive regulation of branching involved in ureteric bud morphogenesis (GO:0090190)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"skin development (GO:0043588)",NA,9330,22,8,93,0,0,0.0770434216963529,1,"","","","","","","",""
"post-translational protein modification (GO:0043687)",NA,9330,22,8,356,0,0,0.267540461049265,1,"","","","","","","",""
"regulation of phosphorylation (GO:0042325)",NA,9330,22,8,118,0,0,0.0968464771798595,1,"","","","","","","",""
"regulation of chemotaxis (GO:0050920)",NA,9330,22,8,23,0,0,0.0195592834585759,1,"","","","","","","",""
"integrin-mediated signaling pathway (GO:0007229)",NA,9330,22,8,57,0,0,0.0478597765276682,1,"","","","","","","",""
"regulation of neuron apoptotic process (GO:0043523)",NA,9330,22,8,88,0,0,0.0730375396995172,1,"","","","","","","",""
"positive regulation of glycoprotein biosynthetic process (GO:0010560)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"respiratory chain complex III assembly (GO:0017062)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"branching involved in ureteric bud morphogenesis (GO:0001658)",NA,9330,22,8,19,0,0,0.0161819139179614,1,"","","","","","","",""
"mRNA stabilization (GO:0048255)",NA,9330,22,8,32,0,0,0.0271212963181692,1,"","","","","","","",""
"nuclear-transcribed mRNA catabolic process (GO:0000956)",NA,9330,22,8,173,0,0,0.139109477976609,1,"","","","","","","",""
"negative regulation of fibrinolysis (GO:0051918)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"negative regulation of reactive oxygen species metabolic process (GO:2000378)",NA,9330,22,8,16,0,0,0.0136422105074602,1,"","","","","","","",""
"hexose transport (GO:0008645)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"regulation of chemokine secretion (GO:0090196)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"positive regulation of transferase activity (GO:0051347)",NA,9330,22,8,136,0,0,0.110873497800662,1,"","","","","","","",""
"positive regulation of stem cell proliferation (GO:2000648)",NA,9330,22,8,16,0,0,0.0136422105074602,1,"","","","","","","",""
"neuron apoptotic process (GO:0051402)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"kynurenine metabolic process (GO:0070189)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"aromatic compound catabolic process (GO:0019439)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"columnar/cuboidal epithelial cell differentiation (GO:0002065)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"positive regulation of T cell chemotaxis (GO:0010820)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"T cell receptor signaling pathway (GO:0050852)",NA,9330,22,8,162,0,0,0.130798145640295,1,"","","","","","","",""
"histone lysine methylation (GO:0034968)",NA,9330,22,8,21,0,0,0.01787186898987,1,"","","","","","","",""
"negative regulation of histone acetylation (GO:0035067)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"positive regulation of mitochondrial fission (GO:0090141)",NA,9330,22,8,13,0,0,0.0110967722851903,1,"","","","","","","",""
"antigen processing and presentation of endogenous peptide antigen (GO:0002483)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"negative regulation of RNA splicing (GO:0033119)",NA,9330,22,8,17,0,0,0.0144894149648299,1,"","","","","","","",""
"positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003)",NA,9330,22,8,28,0,0,0.0237667259715832,1,"","","","","","","",""
"heme catabolic process (GO:0042167)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"synaptonemal complex assembly (GO:0007130)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"cellular glucan metabolic process (GO:0006073)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"regulation of lamellipodium assembly (GO:0010591)",NA,9330,22,8,24,0,0,0.020402038990147,1,"","","","","","","",""
"negative regulation of intrinsic apoptotic signaling pathway (GO:2001243)",NA,9330,22,8,61,0,0,0.0511417778485621,1,"","","","","","","",""
"regulation of NK T cell activation (GO:0051133)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"regulation of smooth muscle cell proliferation (GO:0048660)",NA,9330,22,8,43,0,0,0.0362944136206721,1,"","","","","","","",""
"anterograde trans-synaptic signaling (GO:0098916)",NA,9330,22,8,239,0,0,0.187532815586969,1,"","","","","","","",""
"negative regulation of receptor activity (GO:2000272)",NA,9330,22,8,31,1,0.032258064516129,0.000295474714440061,1,"VPS25","","","","","","",""
"tumor necrosis factor-mediated signaling pathway (GO:0033209)",NA,9330,22,8,122,0,0,0.0999802137941271,1,"","","","","","","",""
"membrane assembly (GO:0071709)",NA,9330,22,8,22,0,0,0.0187158935948847,1,"","","","","","","",""
"positive regulation of erythrocyte differentiation (GO:0045648)",NA,9330,22,8,21,0,0,0.01787186898987,1,"","","","","","","",""
"intracellular estrogen receptor signaling pathway (GO:0030520)",NA,9330,22,8,18,0,0,0.0153359826315622,1,"","","","","","","",""
"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)",NA,9330,22,8,34,0,0,0.028794795906706,1,"","","","","","","",""
"regulation of response to external stimulus (GO:0032101)",NA,9330,22,8,106,0,0,0.0873879087451717,1,"","","","","","","",""
"response to peptide (GO:1901652)",NA,9330,22,8,33,0,0,0.0279583612385239,1,"","","","","","","",""
"regulation of protein K63-linked ubiquitination (GO:1900044)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"G1 DNA damage checkpoint (GO:0044783)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"positive regulation of glucose transport (GO:0010828)",NA,9330,22,8,24,0,0,0.020402038990147,1,"","","","","","","",""
"regulation of protein phosphorylation (GO:0001932)",NA,9330,22,8,260,0,0,0.202431919979265,1,"","","","","","","",""
"mitochondrial calcium uptake (GO:0036444)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"negative regulation of G-protein coupled receptor protein signaling pathway (GO:0045744)",NA,9330,22,8,20,0,0,0.0170272092341096,1,"","","","","","","",""
"negative regulation of myeloid leukocyte differentiation (GO:0002762)",NA,9330,22,8,26,0,0,0.0220856486926385,1,"","","","","","","",""
"protein localization to microtubule cytoskeleton (GO:0072698)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"regulation of cellular ketone metabolic process (GO:0010565)",NA,9330,22,8,60,0,0,0.050322206937613,1,"","","","","","","",""
"transcytosis (GO:0045056)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"positive regulation of ER-associated ubiquitin-dependent protein catabolic process (GO:1903071)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"GPI anchor biosynthetic process (GO:0006506)",NA,9330,22,8,31,0,0,0.0262836007386349,1,"","","","","","","",""
"protein localization to synapse (GO:0035418)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"regulation of defense response to virus (GO:0050688)",NA,9330,22,8,13,0,0,0.0110967722851903,1,"","","","","","","",""
"activation of JUN kinase activity (GO:0007257)",NA,9330,22,8,29,0,0,0.0246063159728976,1,"","","","","","","",""
"fatty-acyl-CoA biosynthetic process (GO:0046949)",NA,9330,22,8,29,0,0,0.0246063159728976,1,"","","","","","","",""
"regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060211)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"kinetochore assembly (GO:0051382)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"negative regulation of hippo signaling (GO:0035331)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"positive regulation of telomere maintenance via telomere lengthening (GO:1904358)",NA,9330,22,8,33,0,0,0.0279583612385239,1,"","","","","","","",""
"regulation of cell adhesion mediated by integrin (GO:0033628)",NA,9330,22,8,29,0,0,0.0246063159728976,1,"","","","","","","",""
"negative regulation of telomere maintenance via telomerase (GO:0032211)",NA,9330,22,8,19,0,0,0.0161819139179614,1,"","","","","","","",""
"regulation of cell-substrate junction assembly (GO:0090109)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"regulation of glucose metabolic process (GO:0010906)",NA,9330,22,8,24,0,0,0.020402038990147,1,"","","","","","","",""
"endosomal vesicle fusion (GO:0034058)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"photoreceptor cell differentiation (GO:0046530)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"nitric oxide mediated signal transduction (GO:0007263)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"embryonic skeletal joint morphogenesis (GO:0060272)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"regulation of cytokine-mediated signaling pathway (GO:0001959)",NA,9330,22,8,89,0,0,0.0738399309224563,1,"","","","","","","",""
"tRNA methylation (GO:0030488)",NA,9330,22,8,25,0,0,0.02124416059858,1,"","","","","","","",""
"regulation of dephosphorylation (GO:0035303)",NA,9330,22,8,17,0,0,0.0144894149648299,1,"","","","","","","",""
"chromatin-mediated maintenance of transcription (GO:0048096)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"growth hormone receptor signaling pathway (GO:0060396)",NA,9330,22,8,19,0,0,0.0161819139179614,1,"","","","","","","",""
"positive regulation of myotube differentiation (GO:0010831)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"cellular amide metabolic process (GO:0043603)",NA,9330,22,8,61,0,0,0.0511417778485621,1,"","","","","","","",""
"forebrain regionalization (GO:0021871)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"phasic smooth muscle contraction (GO:0014821)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"ribosome biogenesis (GO:0042254)",NA,9330,22,8,225,1,0.00444444444444444,0.0147303690463281,1,"MRPL36","","","","","","",""
"somatic hypermutation of immunoglobulin genes (GO:0016446)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"toll-like receptor 9 signaling pathway (GO:0034162)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"cellular response to oxygen levels (GO:0071453)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"mitotic cell cycle phase transition (GO:0044772)",NA,9330,22,8,220,0,0,0.173843405552575,1,"","","","","","","",""
"regulation of execution phase of apoptosis (GO:1900117)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"positive regulation of tumor necrosis factor biosynthetic process (GO:0042535)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"response to type I interferon (GO:0034340)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"negative regulation of viral life cycle (GO:1903901)",NA,9330,22,8,60,0,0,0.050322206937613,1,"","","","","","","",""
"positive regulation of metabolic process (GO:0009893)",NA,9330,22,8,17,0,0,0.0144894149648299,1,"","","","","","","",""
