Gene	RNA	Protein
MFN1	5.686184837	1.843135107
RRP9	3.513569506	1.841939191
COL21A1	4.606222837	1.841470993
NRAS	5.789645954	1.841422684
UBE4B	5.786713906	1.841422684
IQCK	5.557722031	1.841374353
MGRN1	5.15413137	1.840785801
POLR3E	5.075547614	1.840632959
ZSWIM8	6.211504612	1.840438129
TRIM22	7.296951922	1.840208068
SOWAHC	4.419101816	1.839233754
PI4K2A	5.069498425	1.839135145
C2CD3	5.64819574	1.838704469
CMIP	6.133899895	1.838569982
PPP6R2	5.593155297	1.838428241
ERGIC2	5.468410053	1.838378588
MPZL1	6.082620116	1.837502482
TUBB2B	3.71566723	1.837051051
PDSS2	4.00250407	1.836734674
PYGM	-0.572063082	1.836005014
PDRG1	3.530814927	1.835721975
ZBBX	6.111805608	1.834619248
ZC3HC1	3.080896611	1.833794194
CPNE2	5.359805185	1.833074648
VPS39	5.959487065	1.833044876
UBTD1	4.335054834	1.832948061
ATRX	6.69360976	1.832567428
SPNS1	4.657727302	1.831915087
CRCP	4.986277331	1.831659102
VAV1	4.018853622	1.831394972
CCNL2	6.910199814	1.831311828
ADAMTS13	1.770005151	1.831289142
TRMT1	3.861335268	1.830933121
MRPL19	5.30566154	1.829873471
DUSP22	5.271239302	1.829758512
GATB	3.689033231	1.829443685
ZMYM2	6.842531498	1.829004509
URI1	5.625089612	1.828501565
CLASP2	5.072872938	1.828478296
PLD3	6.533421364	1.82787941
ATP12A	5.435225424	1.82758266
NFYB	4.63438376	1.827010352
ANAPC2	4.807186737	1.826805802
FADS2	6.053916808	1.825761458
ITGB5	5.826634455	1.825681938
PMM1	3.871885122	1.825419122
PLEKHA6	5.812154687	1.825379246
NOL10	4.229389469	1.824755332
NEB	0.944809668	1.824675088
FAM174A	5.45682098	1.824240768
INTS1	6.161733946	1.823464423
THOC7	5.194470356	1.823041624
STX10	5.151606367	1.822707123
PEX6	5.365685657	1.822543585
PLEKHF1	2.533015412	1.822388002
LMF2	5.444997209	1.820578763
PPP1R14C	5.617080206	1.820570434
MAEA	5.728263065	1.820528778
ABCC3	4.291889928	1.820387029
AP5Z1	4.486179752	1.820094623
NAA16	3.82745895	1.819608361
GALNS	5.478937815	1.819583152
C7orf50	4.84281045	1.819018641
TNFAIP2	5.711178814	1.818756475
ANAPC1	4.039645613	1.818620921
MICAL1	3.780350654	1.818315317
RAB25	6.246240797	1.818094078
C22orf15	4.452062683	1.81796624
TAF4	3.803171074	1.817923595
SHFL	4.962898806	1.817752848
HOOK3	5.076647815	1.817633169
ABCA12	5.036530214	1.817350558
CDCP1	6.145914844	1.817247611
CD151	7.153541678	1.817196102
CAMLG	4.548464975	1.816809018
SPATA7	3.661730622	1.816688317
WTAP	6.003682074	1.81634273
ERCC1	5.886050033	1.816282142
TREX1	4.321455832	1.816195529
MED20	4.255203299	1.815517622
DDX52	5.09709287	1.815229564
RSPRY1	5.328970587	1.81471268
TFIP11	5.188974191	1.814598465
AKAP12	3.1268982	1.814343256
CREB1	5.490101378	1.814299195
FAM210B	6.166661328	1.812763808
CEP104	5.285431582	1.812298121
TLE5	8.416963896	1.812046555
CRIPT	3.886478166	1.811061777
ARHGEF28	6.243925375	1.810780099
DHX38	5.657678903	1.810406455
VPS11	5.270080789	1.809949084
TRIM21	4.884944272	1.809710503
TMCO4	4.851884096	1.809673753
GRB7	3.958359533	1.809535831
BICD2	5.901815717	1.809277918
RICTOR	5.740975627	1.809102562
CEP89	4.665629194	1.808945431
HELZ2	6.097256221	1.808723218
AAK1	4.89530446	1.808658322
NEK7	5.53974223	1.808379767
TIMM17B	4.124987061	1.808268148
PAF1	6.108068456	1.808007268
WRAP53	4.470279534	1.807857918
CDC42SE2	5.59904167	1.80753988
USP18	4.587880385	1.807239715
FMN1	5.19928681	1.806201662
SGF29	2.999673427	1.805859815
PHKA1	4.122235317	1.803960602
CAMK2G	5.056049182	1.803689385
CFAP54	5.160039481	1.803553526
CHMP6	3.513244374	1.803105962
DHX32	6.083008749	1.802949862
BCAS3	4.959837209	1.802783766
SIGIRR	4.741549785	1.802048008
AGO1	5.175492547	1.801929832
DEF6	4.201343722	1.801801667
SEC24A	5.27832049	1.800910284
PTPMT1	4.703601708	1.800352011
MED15	6.111116166	1.800141932
SPAG16	5.865601569	1.800041755
RNASEL	4.876639932	1.799368223
DNAL4	5.027234963	1.79890342
VPS33A	4.435141466	1.798171972
MDP1	2.4302579	1.797773748
WIPF2	5.639463357	1.797722591
DHRSX	3.81799431	1.797476705
ECSIT	4.060730848	1.797281658
CEBPB	5.412322779	1.797271383
NISCH	6.450073312	1.795979441
MED29	5.25700462	1.795937849
PRR15L	5.002567532	1.795562823
SEL1L3	7.260508552	1.795541951
ANKRD45	4.233690872	1.795500195
FER	4.746353787	1.795416636
ENO4	3.759104189	1.795029356
ZSCAN18	5.359823459	1.795008384
WDTC1	6.106508563	1.793954668
IL1RAP	5.269587377	1.793795744
CCDC78	6.593697305	1.792107774
STX17	5.117195971	1.791805943
MRPL20	5.198588553	1.790917259
FAM169A	3.595807209	1.790743025
STRIP1	5.003546996	1.790174865
GEMIN4	4.251999763	1.789955565
LRRC20	2.47866744	1.789856739
C6orf118	5.161813691	1.789636809
TBC1D24	2.891615381	1.788546138
DGKZ	4.868780081	1.787751836
CELSR2	6.487365613	1.787508618
NOTCH1	6.855315111	1.787373889
IGFBP3	7.514764983	1.786542828
DNTTIP2	6.049139055	1.786131202
PPIP5K1	4.783726004	1.784686994
CRYBG3	5.970971496	1.784508454
MPP5	5.101700055	1.784418499
SETD7	6.136020114	1.782685982
DNAJB12	5.299677449	1.782620336
CHM	4.552551802	1.782580462
MAP4K3	5.338317432	1.782465448
MITD1	3.505023168	1.781011678
OFD1	5.513819537	1.780623157
BAZ1A	6.631033402	1.78045828
POLR3D	4.10962762	1.780313512
EXOSC4	3.505407152	1.780226082
YTHDC2	5.266607859	1.779964576
PKIG	5.205402237	1.779914123
ANKMY1	5.921018602	1.777606189
NECAP1	4.950120144	1.777045365
QPCTL	2.212159735	1.776919528
RFTN1	3.013643625	1.776884961
MED14	5.260150937	1.775744362
FRYL	6.35960173	1.775714417
MARK3	5.886609354	1.775593308
RAB22A	5.362331219	1.775190325
LSG1	5.432223345	1.775054835
MAK16	3.997129349	1.774743082
XDH	3.190324713	1.774729234
POGLUT1	4.021184115	1.774067552
VARS2	4.541695137	1.773937024
SNRNP27	3.943156767	1.77147015
RNF170	4.616731994	1.771197547
AUP1	6.101108346	1.77085259
CRACR2B	5.661158082	1.770169937
RBM12B	4.615991656	1.769795444
RAB11FIP5	4.455253931	1.768628415
PLCH1	4.493296923	1.768443371
GOLT1B	4.252359968	1.767957328
ZADH2	5.082297323	1.767039545
COIL	4.428781248	1.766688165
ARMC8	4.904704424	1.766343816
PPP1R12B	5.709400971	1.765128737
NOC4L	3.351301426	1.764958385
GLE1	5.230472668	1.763328252
VSIR	5.539943629	1.76313834
USP13	4.033879674	1.76274071
TMA16	3.193483075	1.762073869
SIPA1L1	6.458529521	1.761583145
BRD2	7.838498906	1.761229668
ARV1	4.059566544	1.761208338
SNUPN	3.690400168	1.760769458
ZFAND2B	3.803722799	1.760629451
TRAPPC8	5.977403985	1.75940618
IQSEC1	6.010019775	1.759283253
INTS8	5.225514254	1.759228253
RCCD1	2.969521064	1.759019585
F8A1	2.205312283	1.758670931
CCNT1	5.228186079	1.758493278
MPHOSPH6	3.775324255	1.756934687
NXF1	6.066995587	1.756844495
MRPS24	4.660248917	1.756637221
MT3	-1.615380568	1.756341926
PPCDC	2.7254958	1.755983252
MAX	5.488462743	1.755742993
ODF2L	6.356226936	1.755043135
MBD1	5.943479025	1.754665149
PPP1R12C	5.163785495	1.754138949
LIMCH1	3.277350501	1.753625471
SEMA4C	4.842623229	1.753499015
VPS13A	6.192875846	1.753212053
PPIP5K2	5.158108774	1.75291975
PFKFB3	5.109187825	1.752392887
RFX5	5.684159866	1.750887682
FGFR1OP2	4.273098806	1.750264771
SCO2	4.750905749	1.749838618
THG1L	3.171033509	1.749833892
GABARAP	7.140936217	1.749669907
WRNIP1	5.779413768	1.749350704
MINK1	6.872341171	1.748184638
GLMP	4.863887351	1.747946101
KIZ	4.004969801	1.747075666
LMCD1	2.658825643	1.74592776
GET4	4.806989112	1.745917968
CD55	6.360725605	1.745885318
FNBP1	4.944169408	1.745527185
TRMT10A	3.452048247	1.745098852
ATAT1	3.565782083	1.745087342
ARHGEF18	5.83290229	1.743614033
ZC3H6	4.295895207	1.743179911
HDAC3	5.170260842	1.742523844
LRRC73	2.920397366	1.741490805
KCNRG	4.634553882	1.741087498
CCDC186	6.319424144	1.740860525
POMGNT2	3.60434245	1.740624528
PYCR1	3.347856181	1.740151024
AMT	2.761028347	1.740144147
PPP4R3B	7.179539245	1.739925572
ULK4	3.823380971	1.739910066
SFXN4	3.922144111	1.737001775
ILKAP	3.81556049	1.736585339
NUDT18	2.707466168	1.735801402
ACOT2	3.056656596	1.735577679
EP400	6.358703217	1.735392992
DCBLD2	6.704580217	1.734811825
DVL3	6.301028432	1.734271114
ZNF787	3.819618666	1.733461468
EYA3	4.747007701	1.732194263
MAST4	6.41982307	1.731853884
RIPK3	3.06937097	1.731622051
TMEM59	8.116044784	1.731251971
WDR81	4.82168233	1.730835785
CRADD	3.323693834	1.730359837
TRABD	4.612494611	1.729291857
CRELD1	4.358908156	1.728322574
SCD	7.860423647	1.727710762
DHX57	5.200708444	1.726494425
VASN	2.057244326	1.725713928
SH3PXD2A	7.18387286	1.725521865
MTPAP	3.753443063	1.724300998
DPH5	4.016155947	1.724158115
TP73	5.355684351	1.723770213
EHMT1	5.888221899	1.723480892
MEIS1	4.787330677	1.723184805
FBXL18	4.680376982	1.722412875
NSUN4	4.320927416	1.722229154
UTP18	4.282619668	1.722206925
DOLPP1	4.187744376	1.721605062
DNAJC16	5.120208069	1.721001961
SELENOS	5.199858657	1.720609
DRAP1	4.767318787	1.719487995
TRIM24	5.551590944	1.719021012
MALSU1	3.465782481	1.71848938
STXBP5	4.806708969	1.71834718
RBCK1	5.883851906	1.717696597
SMC5	5.858536351	1.71690235
LSM14B	5.105082425	1.716351924
HMOX1	3.029978142	1.715558688
DOP1B	4.922284673	1.714856957
ATM	5.568723224	1.71440256
DIAPH2	5.20254609	1.713767624
TBC1D14	6.375702952	1.713645439
LRP10	7.776472802	1.711902835
TCF20	5.979295092	1.709572203
NEK1	5.293644312	1.708482081
RABGEF1	4.883078877	1.707397312
CSNK1G1	5.772692358	1.707223963
HSF1	5.253633072	1.704270477
TANC1	6.047033275	1.701233793
SRGAP1	4.759164362	1.700832678
TMEM201	2.748013264	1.700314468
SMG8	4.152321638	1.699327872
KNDC1	5.180774073	1.693415952
CNNM3	4.270508228	1.693166812
NMI	4.644446518	1.693080137
TTI1	4.19356905	1.691420322
ORC4	4.849874152	1.690377928
FLCN	5.24313629	1.689830042
ATR	5.679427106	1.688827149
RAD9A	4.16620422	1.688463439
BSDC1	5.988922192	1.688007807
ZNF281	4.328303887	1.687608278
PHLPP1	4.930222234	1.686381453
GSTM3	1.82961953	1.686124382
MYO9B	5.763213912	1.685689922
ERCC6L	1.581479807	1.685419981
SPATA5	2.713256632	1.685228375
LCMT1	4.209090053	1.683906332
KIF13A	6.04743971	1.683061201
STK3	4.52708055	1.680215381
PANX1	4.847534622	1.680088438
MED24	5.771729179	1.680041165
BOD1L1	5.992519271	1.678103521
IFIH1	5.774304287	1.676915365
WDR75	5.085525859	1.676872804
RSBN1	4.273047589	1.676772415
WDR20	4.224431896	1.676726754
PTPRS	5.351145038	1.67612532
NEK5	5.11108917	1.672860383
NDUFAF4	3.000720706	1.670747026
POM121C	4.291625843	1.668431988
VPS41	5.726834261	1.664467463
HIKESHI	3.756343144	1.664307532
CCDC127	3.911216175	1.662681599
PNMA1	6.080057863	1.658921228
ALG9	3.746477783	1.658595464
UBASH3B	3.709694378	1.65650369
IGF1R	6.541998671	1.653609387
SLC38A10	6.071612238	1.650305839
MUC2	2.288071639	1.649806372
CYLD	6.376941257	1.649039254
ARID5B	5.410916132	1.647631482
MGME1	3.946817799	1.642251738
NR2C2AP	2.44129981	1.636313375
FAM161B	3.753940025	1.634955361
SLC37A4	4.129870462	1.634595444
SH3YL1	5.450922109	1.632678564
PLXNA2	5.791658539	1.63104552
SAAL1	2.807953638	1.630182854
SERPINE1	4.377821692	1.629639681
RGS14	3.538532383	1.629098513
VAMP7	4.929965354	1.625539242
BOP1	3.797563511	1.623566035
MRPS6	4.533051734	1.621956826
DSN1	2.773286469	1.619025715
RBM19	4.290833739	1.612149517
USP34	7.164718525	1.611444451
PRRC2B	7.661521552	1.606580114
DNMT1	5.790576189	1.60427634
ABCB8	4.120012139	1.603918984
TFEB	4.174665937	1.601138335
DMXL2	5.864479027	1.595959373
FAM234A	5.352317549	1.594697722
SBNO1	6.156741624	1.593046838
ZFP3	4.488877822	1.590493735
FAM83G	5.173883281	1.589896121
MRPL9	4.474108329	1.588637293
CUL9	5.658285755	1.582504585
ECD	4.769470225	1.581424739
RPUSD2	2.728880191	1.575271135
POLR3A	4.573182786	1.573533322
ZNF598	4.558018898	1.570379456
LRRC41	5.753988225	1.569686672
RIOX1	3.505905566	1.567907144
ALG12	4.298669306	1.566090365
MTR	4.794498596	1.55788135
GTPBP3	2.991200227	1.557721313
ABCC4	3.606571301	1.551368125
IBTK	5.845854229	1.545506552
FAM160B1	4.177207522	1.537656818
CPTP	4.143430418	1.525473989
NADSYN1	5.33705996	1.52370629
ZC3H8	3.691816206	1.519154748
NR2F6	5.61206677	1.5169028
SDE2	4.099983426	1.512853135
KCTD21	3.814594153	1.507307321
PIGQ	5.160683828	1.502183788
STK4	4.860254757	1.495502922
TANK	5.624841783	1.480778661
TAF6L	3.588030343	1.459619467
SLC25A44	4.711404367	1.441779865
TENM4	5.40340623	1.427502385
TNIK	1.855173009	1.422927868
IVNS1ABP	7.172783617	1.419023169
CNOT3	5.16350555	1.404589978
WBP4	3.874992259	1.379284822
SZT2	5.280463111	1.363102907
CLDN1	7.796119087	1.354980998
