Gene	RNA	Protein
GATB	3.914659735	2.153547145
NISCH	6.107078388	2.152983457
STXBP4	4.599940809	2.15293475
BLOC1S4	3.174977029	2.152710464
LDAH	4.243280738	2.152133359
ITGB5	5.680416646	2.150753711
VPS50	5.014337538	2.149998636
ABCC10	4.603916703	2.149829141
MTSS1	6.03670848	2.148596226
PPIP5K1	4.805501449	2.148485399
CCDC146	7.966782143	2.146494793
FBXO4	4.755791406	2.146423137
USP11	5.507625269	2.146382175
RAP2C	4.28003601	2.146371932
UGT1A10	5.540588056	2.145869051
RNF123	5.036455701	2.145848485
JAK1	7.212354078	2.145642639
CFAP221	5.849329842	2.145074895
SEPSECS	4.11766653	2.142926318
CBWD1	3.537835089	2.141881092
SMC2	4.917240348	2.141711382
SBF1	6.29937968	2.140966306
RPTN	1.105407201	2.140420789
AGO1	5.053128064	2.14030283
DOP1B	4.887785677	2.138878986
POLR1A	5.21914903	2.136482062
WNK2	5.108538751	2.136393668
NCDN	4.878043055	2.136061661
MTMR10	4.83790642	2.134669176
ACBD5	5.139499662	2.134018007
CFAP46	5.809367275	2.13378144
SLC4A4	4.167536848	2.133284386
USP22	7.070871938	2.132864947
CEP104	5.159000807	2.132853593
PRPF39	4.798486135	2.132580781
BIRC6	7.099226036	2.132181911
TLR3	3.731698712	2.131116124
CCHCR1	4.575385049	2.131035552
TCEAL4	5.376653282	2.130897313
AFG1L	3.142799706	2.130724309
TOR4A	4.23080858	2.128841182
SLC44A1	5.969247977	2.128030825
VAV2	4.660371006	2.127771394
PLOD2	5.449636094	2.127546926
IRF2BP1	3.768699132	2.127487792
SYNRG	5.518645853	2.126966256
CELSR2	6.120001175	2.126728507
TRIM59	2.207504285	2.125437163
MCMBP	5.490262423	2.125244767
MYLK	5.259710175	2.121299159
TBCC	3.921096226	2.120690093
TCTN1	6.631569441	2.120153265
COBL	5.263562236	2.119438255
NFYB	4.701290565	2.118415433
BMS1	6.185188885	2.117179984
MAPK15	6.393066769	2.116487131
CYTH2	6.453405641	2.115479837
IWS1	5.916794211	2.1149993
CFAP44	7.47010298	2.114777921
ELMO3	4.724062977	2.113945061
MTSS2	7.245995832	2.113404869
B3GLCT	3.306709532	2.113238816
SLC27A4	3.320655021	2.113129317
WASH3P	4.779405168	2.112409365
TRIM47	3.340130034	2.112180908
GCFC2	3.826186274	2.11214368
RSBN1L	4.776049767	2.111214877
NEMF	6.172560099	2.107422811
NOC2L	5.405914475	2.106530645
KIF27	5.805741716	2.106294486
TRIM13	6.115742062	2.105309158
HMGXB4	4.601453786	2.103732103
CWC22	4.789307776	2.103710833
FOCAD	6.618097401	2.102317998
GOLPH3L	6.262662962	2.100782665
KAT7	5.081073263	2.100572233
POLR3D	3.93150117	2.099469576
GMPR	1.730996666	2.098944166
UTP20	4.889706521	2.098599601
FAM83F	5.186471788	2.098289604
ZER1	5.74024297	2.098271867
EPN3	5.046737335	2.098270389
CASP2	4.6004878	2.096354088
PPDPF	6.323528542	2.095626121
PM20D2	3.571221507	2.095528048
SPRR2F	-0.372881125	2.095116855
MAD1L1	3.895567003	2.094986575
NSD3	6.794563102	2.091422345
PNISR	6.904110837	2.090013166
WASHC3	4.551919776	2.089514775
GDPGP1	1.75040647	2.089036687
STAT5B	4.415536441	2.087790566
PHKG2	4.241334853	2.087273996
TBC1D9	5.702683193	2.086976286
PPM1L	5.244214674	2.085921638
SREK1	6.273358637	2.085456327
RFK	4.0998699	2.082625921
NF1	6.08370681	2.081711765
TJAP1	3.442822089	2.079770534
SPECC1L	5.660142697	2.079533733
MYD88	5.617464687	2.078844756
ZNF318	4.891529759	2.077751749
UBR2	6.06237042	2.077244328
MTFP1	3.275356575	2.076741905
BRK1	6.884172282	2.076183334
KATNA1	4.111952867	2.076043318
SLC43A3	4.132241778	2.075755819
YIPF6	6.018532217	2.073924951
TRMT61B	3.612593442	2.072401665
PIK3R2	5.672522607	2.072225105
CREBBP	5.853019018	2.072138539
INTS2	4.227479474	2.071684941
GNG5	5.903240332	2.071623376
EPB41	4.730815036	2.071530975
CCDC43	4.599259591	2.069777569
EHMT2	5.138455774	2.069293595
SLC4A7	4.553215222	2.069273314
EPHB4	5.463948931	2.067062397
FNTB	4.107060416	2.06656828
CCDC33	6.556441137	2.064471652
NSMCE4A	4.675024536	2.063162627
PAF1	5.992606256	2.06084336
DZIP1L	5.702838971	2.060437675
RIN1	3.202309969	2.057681093
NCAPD2	4.926399671	2.05522293
FAM160B2	5.201209804	2.053838493
SPG11	6.965817378	2.052868349
CIR1	6.176752753	2.051850971
ITCH	6.237781947	2.050772569
EHBP1	5.336465904	2.048817435
NCOA3	6.198245887	2.048746297
GUF1	4.531628857	2.048385702
RARS2	5.21560073	2.044490476
INTS14	5.578445167	2.043782482
KIF1B	5.883124853	2.041375503
CUL7	5.488747781	2.039445379
HTD2	4.206049226	2.038714196
BPTF	6.494816775	2.036985007
NAXE	4.337423558	2.036270772
KLC2	4.646274914	2.036218589
MAEA	5.704701741	2.035003043
EYA3	4.57578965	2.03250834
SIPA1L1	6.259338156	2.031117234
PEX3	4.404095118	2.029748605
SHROOM3	6.834919228	2.029376713
CXADR	5.586746204	2.028890919
CTTNBP2NL	5.565266109	2.02809323
DDX20	4.299040224	2.027216992
GSTCD	3.262432634	2.025760589
ALPL	3.941716469	2.025335963
PPP3R1	4.748559628	2.023233877
DTX2	5.612878106	2.021663404
SAAL1	2.938480956	2.021509563
ING1	3.58155887	2.020921719
FAM160A1	5.144334732	2.020884392
CCDC51	3.724801171	2.020817708
ZNF703	5.024207444	2.016989819
GEMIN2	2.748888616	2.015611838
RINT1	4.439669682	2.014059205
MLLT6	6.565908528	2.012615842
RFX2	5.696070904	2.011251157
TRIM26	5.702085423	2.007563647
SH3KBP1	5.03558678	2.005096558
SIPA1L3	5.856511858	2.004475488
MOB3A	3.855834115	2.002013732
SLC30A6	4.686650714	2.000090525
PYCR2	5.585736169	1.995615317
ZNF385A	5.319719209	1.994784979
DCLK1	2.672739132	1.992414443
UBAP1	5.8029724	1.991306499
INPP5F	4.0834172	1.989587909
HEATR3	4.293645611	1.989476146
FAM83E	6.040376005	1.986251924
TCN2	4.584257973	1.979964141
ZC3H13	6.114717871	1.976770679
SEPTIN5	4.672376733	1.970301453
TTC39B	4.843415581	1.969190872
PHF21A	4.667016675	1.968046871
C20orf194	4.818242001	1.963640984
EXPH5	5.693504568	1.962692733
PPP1R13B	4.948418794	1.955351314
CYFIP2	3.58128756	1.953919515
CHD1	5.544296299	1.952938319
PRKAR2B	3.325479682	1.950994525
CEP350	6.346681213	1.947774842
CCNDBP1	6.010543616	1.946999582
ZNF446	3.792971343	1.944450248
DPH2	3.745789742	1.938335084
TOGARAM1	6.058937705	1.935574056
GRAMD2B	6.11276811	1.934537665
ARHGAP32	6.859870077	1.933923262
PIK3R4	4.898080816	1.933264365
TTC21A	5.920230727	1.932779756
NOL6	5.759382779	1.930727801
RPTOR	4.266239563	1.928097936
ZNF592	5.073697544	1.92680941
STAG1	5.247476179	1.924805421
NOL11	5.29723816	1.924694419
HEATR5A	6.454615375	1.916793215
MBD3	5.607481068	1.916563021
COX8A	6.045250741	1.914730748
CEP112	4.054225912	1.914700791
CDK13	5.894981226	1.912714439
SLC12A4	4.246563883	1.902245404
KIAA1549	4.425440252	1.900947559
TRNAU1AP	4.455792522	1.889864948
NR2F2	5.606871487	1.886758136
PARP9	5.937448575	1.878052193
PREPL	6.097989081	1.867581994
CYP4F12	3.471990344	1.865767222
KIAA0100	7.802293218	1.851242981
POLRMT	4.396958813	1.849894592
AAGAB	5.679386585	1.848244087
TXLNG	4.407166531	1.840247535
KDELR1	6.079547368	1.824306007
OS9	7.291397598	1.810353514
TBC1D15	5.507432568	1.80035033
ARAP2	6.10608709	1.791912585
AFF4	6.668323261	1.781364854
TYSND1	4.189218775	1.762213977
KDM1B	5.446958542	1.719372707
CIZ1	5.447198265	1.699508104
RIOX2	5.360952229	1.667229045
