DrugBankID,Name,Source,Source_link,Groups,Therap_Class,Indication(s)
DB07859,4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,
DB11580,Ravulizumab,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Proteins,"
Paroxysmal nocturnal haemoglobinuria
"
DB00328,Indomethacin,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Antiinflammatory Agents,"
Rheumatoid arthritis
"
DB06273,Tocilizumab,DrugBank,https://www.drugbank.ca/covid-19,approved,Interleukin inhibitors,"
Juvenile idiopathic arthritis
Rheumatoid arthritis
"
DB00848,Levamisole,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational,vet_approved,withdrawn",Anticancer Agents,"
Colon cancer
Parasitic infection
"
DB01133,Tiludronic acid,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational,vet_approved",Bisphosphonates,"
Osteoporosis
"
DB08073,(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,
DB00279,Liothyronine,DrugBank,https://www.drugbank.ca/covid-19,"approved,vet_approved",Hormone Replacement Agents,"
Congestive heart failure
Hypothyroidism
"
DB04447,"1,4-Dithiothreitol",Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,
DB15035,Zanubrutinib,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Teratogens,
DB06699,Degarelix,DrugBank,https://www.drugbank.ca/covid-19,approved,Other hormone antagonists and related agents,
DB05941,Leronlimab,DrugBank,https://www.drugbank.ca/covid-19,investigational,Proteins,
DB01257,Eculizumab,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Selective immunosuppressants,"
Age-related macular degeneration
"
DB06292,Dapagliflozin,DrugBank,https://www.drugbank.ca/covid-19,approved,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,"
Type-2 diabetes
"
DB09036,Siltuximab,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Interleukin inhibitors,"
Anemia
"
DB00060,Interferon beta-1a,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Immunomodulatory Agents,"
Multiple sclerosis
"
DB04315,Guanosine-5'-Diphosphate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,
DB00105,Interferon alfa-2b,DrugBank,https://www.drugbank.ca/covid-19,approved,Interferons,
DB14487,Zinc acetate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Other agents for treatment of hemorrhoids and anal fissures for topical use,
DB01017,Minocycline,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Antibiotics,"
Bacterial infection
"
DB00114,Pyridoxal phosphate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational,nutraceutical",Other plain vitamin preparations,
DB01593,Zinc,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Other agents for treatment of hemorrhoids and anal fissures for topical use,
DB00068,Interferon beta-1b,DrugBank,https://www.drugbank.ca/covid-19,approved,Immunomodulatory Agents,"
Multiple sclerosis
"
DB00313,Valproic acid,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Fatty acid derivatives,
DB14041,Fremanezumab,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Proteins,"
Hyperprolactinaemia
"
DB06205,Vorhyaluronidase alfa,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Lyases,
DB00157,NADH,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,nutraceutical",Dietary supplement,"
Parkinson disease
"
DB00099,Filgrastim,DrugBank,https://www.drugbank.ca/covid-19,approved,Immunomodulatory Agents,"
Neutropenia
"
DB14009,Medical Cannabis,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"experimental,investigational",BCRP/ABCG2 Inhibitors,
DB14597,Lanadelumab,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Drugs used in hereditary angioedema,"
Hereditary angioedema
"
DB07267,2-(6-methylpyridin-2-yl)-N-pyridin-4-ylquinazolin-4-amine,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,
DB04434,Naphthyridine Inhibitor,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,
DB00927,Famotidine,DrugBank,https://www.drugbank.ca/covid-19,approved,Antiulcer Agents,"
Peptic ulcer
"
DB04480,"3-(4-Fluorophenyl)-2-(6-Methylpyridin-2-Yl)-5,6-Dihydro-4h-Pyrrolo[1,2-B]Pyrazole",Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,
DB04786,Suramin,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,investigational,Antinematodal Agents,"
African trypanosomiasis
"
DB00514,Dextromethorphan,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,Analgesics,"
Cough
"
DB07152,N-[4-(5-fluoro-6-methylpyridin-2-yl)-5-quinoxalin-6-yl-1H-imidazol-2-yl]acetamide,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,
DB06151,Acetylcysteine,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Mucolytics,"
Liver disease
"
DB00501,Cimetidine,Wikipedia,https://en.wikipedia.org/wiki/COVID-19_drug_repurposing_research#Studies,"approved,investigational",Antiulcer Agents,"
Acid-reflux disorder
"
DB00758,Clopidogrel,DrugBank,https://www.drugbank.ca/covid-19,approved,Platelet aggregation inhibitors excl. heparin,"
Thrombosis
"
DB00020,Sargramostim,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Immunomodulatory Agents,"
Bone marrow transplantation
"
DB08450,N-1H-indazol-5-yl-2-(6-methylpyridin-2-yl)quinazolin-4-amine,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,
DB01373,Calcium,DrugBank,https://www.drugbank.ca/covid-19,nutraceutical,"Bisphosphonates, combinations","
Osteoporosis
"
DB13923,Emicizumab,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Other systemic hemostatics,"
Factor VIII deficiency
"
DB03921,4-(3-Pyridin-2-Yl-1h-Pyrazol-4-Yl)Quinoline,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,
DB00143,Glutathione,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational,nutraceutical",Antidotes,"
Human immunodeficiency virus infection
"
DB09061,Cannabidiol,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Other antiepileptics,"
Dravet syndrome
LennoxGastaut syndrome
"
DB00170,Menadione,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,nutraceutical",Vitamins,"
Prostate cancer
Vitamin K deficiency
"
DB00480,Lenalidomide,DrugBank,https://www.drugbank.ca/covid-19,approved,Anticancer Agents,"
Multiple myeloma
"
DB00421,Spironolactone,DrugBank,https://www.drugbank.ca/covid-19,approved,Diuretics,"
Congestive heart failure
"
DB00435,Nitric Oxide,DrugBank,https://www.drugbank.ca/covid-19,approved,Bronchodilator Agents,"
Respiratory failure
Solid tumour/cancer
"
DB14011,Nabiximols,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,investigational,Terpenes,"
Cancer related pain
Muscle spasm
"
DB11093,Calcium citrate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Calcium,
DB01254,Dasatinib,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Anticancer Agents,"
Chronic myelogenous leukaemia
Multiple myeloma
"
DB01018,Guanfacine,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Imidazoline receptor agonists,
DB14481,Calcium phosphate dihydrate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,Ions,
DB01115,Nifedipine,DrugBank,https://www.drugbank.ca/covid-19,approved,Analgesics,"
Angina pectoris
"
DB11348,Calcium Phosphate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,Calcium,
DB00009,Alteplase,DrugBank,https://www.drugbank.ca/covid-19,approved,Thrombolytic Agents,"
Pulmonary embolism
"
DB14762,Risankizumab,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Proteins,"
Plaque psoriasis
Psoriatic arthritis
"
DB00131,Adenosine phosphate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational,nutraceutical",Purines,
DB01942,Formic acid,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"experimental,investigational",Hemostatics,
DB01023,Felodipine,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Antihypertensive Agents,"
Hypertension
"
DB06779,Dalteparin,DrugBank,https://www.drugbank.ca/covid-19,approved,Heparin group,
DB00602,Ivermectin,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational,vet_approved",Antiprotozoal Agents,"
Intestinal strongyloidiasis due to nematode parasite
"
DB11094,Vitamin D,Wikipedia,https://en.wikipedia.org/wiki/COVID-19_drug_repurposing_research#Studies,"approved,nutraceutical,vet_approved",Food,
DB00457,Prazosin,DrugBank,https://www.drugbank.ca/covid-19,approved,Antihypertensive Agents,"
Benign prostatic hyperplasia
Congestive heart failure
Hypertension
"
DB14001,alpha-Tocopherol succinate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,nutraceutical,vet_approved",Food,
DB08954,Ifenprodil,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational,withdrawn",Other peripheral vasodilators,
DB00036,Coagulation factor VIIa Recombinant Human,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,Blood coagulation factors,
DB01285,Corticotropin,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational,vet_approved",ACTH,"
Cushing disease
"
DB00146,Calcifediol,DrugBank,https://www.drugbank.ca/covid-19,"approved,nutraceutical",Vitamin D and analogues,"
Vitamin D deficiency
"
DB00622,Nicardipine,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Antihypertensive Agents,"
High blood pressure
"
DB00159,Icosapent,DrugBank,https://www.drugbank.ca/covid-19,"approved,nutraceutical",Dietary supplement,"
Hyperglyceridemia
Hypertriglyceridemia
Thrombin deficiency
"
DB00513,Aminocaproic acid,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Amino acids,
DB13609,Umifenovir,DrugBank,https://www.drugbank.ca/covid-19,investigational,Other antivirals,
DB00169,Cholecalciferol,DrugBank,https://www.drugbank.ca/covid-19,"approved,nutraceutical",Vitamins,"
Vitamin D deficiency
"
DB01050,Ibuprofen,DrugBank,https://www.drugbank.ca/covid-19,approved,Analgesics,"
Pain
"
DB01039,Fenofibrate,Wikipedia,https://en.wikipedia.org/wiki/COVID-19_drug_repurposing_research#Studies,approved,Antilipemic Agents,"
High cholesterol level
"
DB09213,Dexibuprofen,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Propionic acid derivatives,"
Ankylosing spondylitis
"
DB00409,Remoxipride,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,withdrawn",Antipsychotic Agents,"
Schizophrenia
"
DB01054,Nitrendipine,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Antihypertensive Agents,"
Hypertension
"
DB09079,Nintedanib,DrugBank,https://www.drugbank.ca/covid-19,approved,Protein kinase inhibitors,"
Mesothelioma
"
DB00142,Glutamic acid,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,nutraceutical",Acid preparations,
DB00540,Nortriptyline,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,Antidepressants,"
Depression
"
DB11186,Pentoxyverine,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Other cough suppressants,
DB00755,Tretinoin,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational,nutraceutical",Keratolytic Agents,"
Acne vulgaris
Acute promyelocytic leukaemia
"
DB12010,Fostamatinib,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Other systemic hemostatics,"
Immune thrombocytopenic purpura
Rheumatoid arthritis
"
DB00100,Coagulation Factor IX (Recombinant),DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Hemostatics,
DB03796,Palmitic Acid,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,Lipids,
DB13152,Coagulation Factor IX Human,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,Hemostatics,
DB00907,Cocaine,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,illicit",Anesthetics,"
Anaesthesia
"
DB00661,Verapamil,DrugBank,https://www.drugbank.ca/covid-19,approved,Analgesics,"
Hypertension
"
DB12598,Nafamostat,DrugBank,https://www.drugbank.ca/covid-19,investigational,Amidines,"
Pancreatitis
Sepsis
"
DB00055,Drotrecogin alfa,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational,withdrawn",Antisepsis Agents,"
Cerebrovascular ischaemia
Severe sepsis
"
DB00393,Nimodipine,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Vasodilator Agents,"
Cerebral vasospasm
"
DB13151,Anti-inhibitor coagulant complex,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Blood coagulation factors,"
Bleeding disorder
"
DB00289,Atomoxetine,DrugBank,https://www.drugbank.ca/covid-19,approved,Centrally acting sympathomimetics,"
Attention deficit hyperactivity disorder
"
DB00028,Human immunoglobulin G,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Serum,
DB01393,Bezafibrate,Wikipedia,https://en.wikipedia.org/wiki/COVID-19_drug_repurposing_research#Studies,"approved,investigational",Antilipemic Agents,"
Hyperlipidaemia
"
DB00098,Antithymocyte immunoglobulin (rabbit),Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,Selective immunosuppressants,
DB12141,Gilteritinib,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Amines,"
Acute myeloid leukaemia
"
DB00909,Zonisamide,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Analgesics,"
Epilepsy
"
DB00502,Haloperidol,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,Antipsychotic Agents,"
Schizophrenia
"
DB09332,Kappadione,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,,
DB01118,Amiodarone,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Antiarrhythmic Agents,"
Tachyarrhythmias
"
DB00013,Urokinase,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational,withdrawn",Thrombolytic Agents,"
Myocardial infarction
"
DB11767,Sarilumab,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Interleukin inhibitors,"
Rheumatoid arthritis
"
DB06404,Human C1-esterase inhibitor,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,Drugs used in hereditary angioedema,
DB09228,Conestat alfa,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Drugs used in hereditary angioedema,
DB01109,Heparin,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Heparin group,
DB00477,Chlorpromazine,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational,vet_approved",Antipsychotic Agents,"
Schizophrenia
"
DB00112,Bevacizumab,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Monoclonal antibodies,"
Glaucoma/ocular hypertension
"
DB01236,Sevoflurane,DrugBank,https://www.drugbank.ca/covid-19,"approved,vet_approved",Anesthetics,"
Anaesthesia
"
DB01221,Ketamine,DrugBank,https://www.drugbank.ca/covid-19,"approved,vet_approved",Analgesics,"
Anaesthesia
"
DB13729,Camostat,DrugBank,https://www.drugbank.ca/covid-19,experimental,Proteinase inhibitors,"
Cystic fibrosis
"
DB01043,Memantine,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Anticholinesterases,"
Alzheimer disease
"
DB00818,Propofol,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational,vet_approved",Hypnotics and Sedatives,"
Anaesthesia
"
DB12534,Mavrilimumab,DrugBank,https://www.drugbank.ca/covid-19,investigational,Proteins,"
Rheumatoid arthritis
"
DB06803,Niclosamide,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational,vet_approved",Salicylic acid derivatives,"
Cestodes infection
"
DB09152,Nitrogen,DrugBank,https://www.drugbank.ca/covid-19,"approved,vet_approved",Medical gases,
DB15655,Ad5-nCoV,DrugBank,https://www.drugbank.ca/covid-19,investigational,Experimental Unapproved Treatments for COVID-19,
DB09153,Sodium chloride,DrugBank,https://www.drugbank.ca/covid-19,"approved,vet_approved",Electrolyte solutions,"
Skin burns
"
DB11863,Alvelestat,DrugBank,https://www.drugbank.ca/covid-19,investigational,Pyridines,
DB14803,AMY-101,DrugBank,https://www.drugbank.ca/covid-19,investigational,,
DB01601,Lopinavir,DrugBank,https://www.drugbank.ca/covid-19,approved,Anti-HIV Agents,"
Human immunodeficiency virus infection
"
DB00319,Piperacillin,DrugBank,https://www.drugbank.ca/covid-19,approved,Antibiotics,"
Bacterial infection
"
DB01606,Tazobactam,DrugBank,https://www.drugbank.ca/covid-19,approved,Antiinfective Agents,"
Bacterial infection
"
DB06812,Povidone-iodine,DrugBank,https://www.drugbank.ca/covid-19,approved,Other antiinfectives and antiseptics,"
Bacterial infection
"
DB12038,Ulinastatin,DrugBank,https://www.drugbank.ca/covid-19,investigational,Proteins,"
Premature labour
"
DB14828,ABX-464,DrugBank,https://www.drugbank.ca/covid-19,investigational,"Heterocyclic Compounds, Fused-Ring",
DB12466,Favipiravir,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",OAT1/SLC22A6 inhibitors,
DB00507,Nitazoxanide,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational,vet_approved",Antiparasitic Agents,"
Diarrhea
"
DB15661,EIDD-2801,DrugBank,https://www.drugbank.ca/covid-19,experimental,Esters,
DB04897,Lucinactant,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Lipids,"
Respiratory distress syndrome
"
DB14767,Peginterferon lambda-1a,DrugBank,https://www.drugbank.ca/covid-19,investigational,Glycols,"
Acute myeloid leukaemia
"
DB00003,Dornase alfa,DrugBank,https://www.drugbank.ca/covid-19,approved,Mucolytics,
DB09274,Artesunate,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational","Artemisinin and derivatives, plain","
Malaria
Malaria
"
DB13132,Artemisinin,DrugBank,https://www.drugbank.ca/covid-19,investigational,"Artemisinin and derivatives, plain","
Malaria
"
DB00742,Mannitol,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Sweetening Agents,"
Bronchiectasis
Renal failure
"
DB09113,Poractant alfa,DrugBank,https://www.drugbank.ca/covid-19,approved,Lipids,"
Respiratory distress syndrome
"
DB13156,Inosine pranobex,DrugBank,https://www.drugbank.ca/covid-19,approved,Other antivirals,"
Rheumatoid arthritis
Virus infection
"
DB15636,Zilucoplan,DrugBank,https://www.drugbank.ca/covid-19,investigational,,
DB04977,Plitidepsin,DrugBank,https://www.drugbank.ca/covid-19,investigational,Other antineoplastic agents,"
Multiple myeloma
Multiple myeloma
"
DB12849,Clazakizumab,DrugBank,https://www.drugbank.ca/covid-19,investigational,Proteins,"
Crohn disease
Rheumatoid arthritis
"
DB11803,Sirukumab,DrugBank,https://www.drugbank.ca/covid-19,investigational,Interleukin inhibitors,"
Cutaneous lupus erythematosus
Giant cell arteritis
Major depressive disorder
Rheumatoid arthritis
"
DB13127,Olokizumab,DrugBank,https://www.drugbank.ca/covid-19,investigational,Proteins,"
Rheumatoid arthritis
Rheumatoid arthritis
"
DB01042,Melphalan,DrugBank,https://www.drugbank.ca/covid-19,approved,Anticancer Agents,"
Multiple myeloma
"
DB15446,Vidofludimus,DrugBank,https://www.drugbank.ca/covid-19,investigational,"Acids, Acyclic","
Inflammatory bowel disease
Rheumatoid arthritis
"
DB11997,Interleukin-7,DrugBank,https://www.drugbank.ca/covid-19,investigational,Peptides,
DB14644,Methylprednisolone hemisuccinate,DrugBank,https://www.drugbank.ca/covid-19,approved,Hormones,
DB06303,Otilimab,DrugBank,https://www.drugbank.ca/covid-19,investigational,,
DB01390,Sodium bicarbonate,DrugBank,https://www.drugbank.ca/covid-19,approved,Antidiarrheals,"
Metabolic acidosis
"
DB15687,Tridecactide,DrugBank,https://www.drugbank.ca/covid-19,,Melanocyte-Stimulating Hormones,
DB09322,Zinc sulfate,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Other agents for treatment of hemorrhoids and anal fissures for topical use,
DB12768,BCG vaccine,DrugBank,https://www.drugbank.ca/covid-19,investigational,Other immunostimulants,"
Bladder cancer
"
DB00254,Doxycycline,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational,vet_approved",Antiinflammatory Agents,"
Advanced gum disease
Chronic periodontitis
Diabetic foot ulcer
"
DB09570,Ixazomib,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Other antineoplastic agents,"
Multiple myeloma
"
DB13973,Remestemcel-L,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",,
DB12510,Ozone,DrugBank,https://www.drugbank.ca/covid-19,investigational,Gases,
DB15121,AT-001,DrugBank,https://www.drugbank.ca/covid-19,investigational,,"
Solid tumour/cancer
"
DB01060,Amoxicillin,DrugBank,https://www.drugbank.ca/covid-19,"approved,vet_approved",Antibiotics,"
Bacterial infection
"
DB00766,Clavulanic acid,DrugBank,https://www.drugbank.ca/covid-19,"approved,vet_approved",Lactams,
DB06260,Aviptadil,DrugBank,https://www.drugbank.ca/covid-19,experimental,Hormones,"
Acute lung injury
"
DB00440,Trimethoprim,DrugBank,https://www.drugbank.ca/covid-19,"approved,vet_approved",Antiinfective Agents,"
Urinary tract infection
"
DB01015,Sulfamethoxazole,DrugBank,https://www.drugbank.ca/covid-19,approved,Antiinfective Agents,"
Bacterial infection
Infection of P. falciparum
"
DB09019,Bromhexine,DrugBank,https://www.drugbank.ca/covid-19,approved,Mucolytics,"
Sjogren syndrome
"
DB15313,DAS-181,DrugBank,https://www.drugbank.ca/covid-19,investigational,Proteins,"
Influenza virus infection
"
DB15280,Gimsilumab,DrugBank,https://www.drugbank.ca/covid-19,investigational,,
DB15148,Lenzilumab,DrugBank,https://www.drugbank.ca/covid-19,investigational,,"
Chronic myelogenous leukaemia
"
DB01190,Clindamycin,DrugBank,https://www.drugbank.ca/covid-19,"approved,vet_approved",Antibiotics,"
Acne vulgaris
"
DB00339,Pyrazinamide,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Antitubercular Agents,"
Mycobacterium infection
"
DB14545,Hydrocortisone succinate,DrugBank,https://www.drugbank.ca/covid-19,approved,Hormones,
DB06683,Clevudine,DrugBank,https://www.drugbank.ca/covid-19,investigational,Nucleoside and nucleotide reverse transcriptase inhibitors,"
Hepatitis B virus infection
"
DB14242,Honey,DrugBank,https://www.drugbank.ca/covid-19,"approved,experimental",,
DB11779,Danoprevir,DrugBank,https://www.drugbank.ca/covid-19,investigational,Amides,"
Hepatitis C virus infection
"
DB11061,Povidone,DrugBank,https://www.drugbank.ca/covid-19,approved,Alkenes,
DB00878,Chlorhexidine,DrugBank,https://www.drugbank.ca/covid-19,"approved,vet_approved",Antibiotics,"
Bacterial infection
"
